status_id;comment_id;Clinton;Trump;comment_message;page
889307941125736_1227046734018520;1227046734018520_1016058425207125;N;N;Integral humanism (India) From Wikipedia, the free encyclopedia Integral humanism is a doctrine developed by Deendayal Upadhyaya and adopted by the Jana Sangh in 1965 as its official doctrine.[1] It is also the official philosophy of the Bharatiya Janata Party.[2] It aims to appeal to broad sections of Indian society by presenting an indigenous economic model that puts the human being at center stage.[3] Philosophy[edit] According to Upadhyaya, the primary concern in India must be to develop an indigenous economic model that puts the human being at center stage.[3] It is opposed to both western capitalist individualism and Marxist socialism, though welcoming to western science.[4] It seeks a middle ground between capitalism and socialism, evaluating both systems on their respective merits, while being critical of their excesses and alienness.[5] Four objectives of humankind[edit] Humankind, according to Upadhyaya, had four hierarchically organized attributes of body, mind, intellect and soul which corresponded to four universal objectives, kama(desire or satisfaction), artha (wealth), dharma (moral duties) and moksha (total liberation or 'salvation'). While none could be ignored, dharma is the 'basic', and moksha the 'ultimate' objective of humankind and society. He claimed that the problem with both capitalist and socialist ideologies is that they only consider the needs of body and mind, and were hence based on the materialist objectives of desire and wealth.[6] Rejection of individualism[edit] Upadhyaya rejected social systems in which individualism 'reigned supreme'. He also rejected communism in which individualism was 'crushed' as part of a 'large heartless machine'. Society, according to Upadhyaya, rather than arising from a social contract between individuals, was fully born at its inception itself as a natural living organism with a definitive 'national soul' or 'ethos' and its needs of the social organism paralleled those of the individual.[6] Origins[edit] Advaita Vedanta[edit] Upadhyaya claimed that Integral Humanism followed the tradition of advaita developed by Adi Sankara. Non-dualism represented the unifying principle of every object in the universe, and of which humankind was a part. This, claimed Upadhyaya, was the essence and contribution of Indian culture.[7] Gandhi[edit] Integral humanism is almost an exact paraphrase of Gandhi's vision of a future India. Both seek a distinctive path for India, both reject the materialism of socialism and capitalism alike, both reject the individualism of modern society in favor of a holistic, varna-dharma based community, both insist upon an infusion of religious and moral values in politics, and both seek a culturally authentic mode of modernization that preservesHindu values.[8] Integral humanism contains visions organized around two themes: morality in politics and swadeshi, and small-scale industrialization in economies, all Gandhian in their general thematic but distinctly Hindu nationalist. These notions revolve around the basic themes of harmony, primacy of cultural-national values, and discipline.[3][9] Contrast with Nehruvian economic policies[edit] Upadhyaya rejects Nehruvian economic policies and industrialization on the grounds that they were borrowed uncritically from the West, in disregard of the cultural and spiritual heritage of the country. There is a need, according to Upadhyaya, to strike a balance between the Indian and Western thinking in view of the dynamic nature of the society and the cultural heritage of the country. The Nehruvian model of economic development, emphasizing the increase of material wealth through rapid industrialization, promoted consumerism in Indian society. Not only has this ideology of development created social disparities and regional imbalances in economic growth, but it has failed to alleviate poverty in the country. The philosophy of Integral Humanism, like Gandhism, opposes unbridled consumerism, since such an ideology is alien to Indian culture. This traditional culture stresses putting restraints on one's desires and advocates contentment rather than ruthless pursuit of material wealth. URL;Clinton
889307941125736_1283572011699325;1283572011699325_867550553346621;O;S;"The corrupt Clinton's machines have many tentacles; big money from Wall St; big corporate donors, PAC's, special interest groups and foreign money. This drives the corruption because the Clinton's will do anything for money. In her own words she said she was broke when she and billie left the White House. They are now worth $125mm, in 8 years, broke to $125mm. Now, they have made lots of promises to acquire that money no doubt; and folks, I doubt it's in the ""people of America"" favor. No doubt Ties to the media coverage, paying people to trash Trump and dig up every spec they can to stop our movement. WHY, because they are all afraid that this is the END to their money machine and corrupt ways. They are desperate, scared of jail possibilities and job losses. FOR ME, THAT'S EXACTLY WHY I WANT TRUMP AND I WILL VOTE FOR HIM. If they will go to this extreme to stop him, they are hiding things he will uncover. WE WILL WIN, The POLLS ARE WAY OFF... BUT YOU MUST GET OUT AND VOTE.";Clinton
889307941125736_1084104501646078;1084104501646078_953195878089769;N;N;No matter which of you wins, thats the way it is for losers.;Clinton
889307941125736_1277312475658612;1277312475658612_548609295323055;O;N;She has done nothing but line her own pockets with taxpayer money. Crooked lying hillary and her rapist husband;Clinton
889307941125736_1320561358000390;1320561358000390_540079312858043;N;N;"Your vote tomorrow can make a difference to life in the USA; it can change the world if the wrong one gets elected.";Clinton
889307941125736_1304838832905976;1304838832905976_1232059610185015;O;N;"Hillary Clinton ""When are they going to get those f—ing ree-tards out of here?!"" Those are said to be the infamous words of Hillary Clinton – also known as Arkansas' ""Mother of the Year"" in 1984 – when Hillary reportedly grew frustrated that handicapped children weren't collecting their Easter eggs quickly enough on the lawn of the Arkansas governor's mansion. ""[T]he children were having a wonderful time. But they were having a v-e-r-y, v-e-r-y, v-e-r-y s-l-o-w time of finding and picking up the Easter eggs,"" wrote Dolly Kyle – a childhood sweetheart of Bill Clinton who had a 33-year relationship with him – in her new book, ""Hillary the Other Woman: A Political Memoir."" Kyle recounted the story as told to her by Arkansas State Police troopers and Louise, a mutual friend of both Kyle and the Clintons and a longtime advocate of what was then the Arkansas Association for Retarded Citizens. ""Hillary had enough. She stomped up the grass to the shaded veranda on the back of the mansion … and accosted one of the troopers,"" Kyle wrote. ""At this point the story diverges a bit. Some people say there was an open microphone; others said that Hillary could be heard across the yard because she was yelling. … At any rate, the frustrated Me-First Lady demanded, 'When are they going to get those f—ing ree-tards out of here?'"" Read more at URL";Clinton
889307941125736_1191534587569735;1191534587569735_807393642695561;N;O;Let him send his own sons on the battlefield and then lets see if he loves war or not. I believe he is The dumbest persidential candidate in the history of America;Clinton
889307941125736_1200227913367069;1200227913367069_1792014477700185;N;N;Looks like they were able to get enough actors to fill the seats.;Clinton
889307941125736_1315608691828990;1315608691828990_1394894857207129;S;O;America, on nov. 8, Pliz turn up in huge numberz and shut trump/pence's mouths by voting hillary clinton. Do it for the sake of your children and grand children. A Vote For Trump is a vote for political disaster!;Clinton
889307941125736_1312243758832150;1312243758832150_1844431972459695;N;N;The only reason so many are watching is for Pharrell and Bernie.. that's not who you are getting. Either would be better;Clinton
889307941125736_1209960132393847;1209960132393847_1597861493848038;N;O;How much does Trump stand to benefit personally if his tax plan is implemented? He's not putting his businesses into a blind trust.;Clinton
889307941125736_1228835547172972;1228835547172972_933282280130956;S;N;To have come from as far and long as you've been, you'd have to be strong and I'll tag along with a leader who's maintain her strong-hold...God be with you' Lady Hillary Clinton.:).<3;Clinton
889307941125736_1228077620582098;1228077620582098_1123721191037931;O;N;"Okay, so both HIllary and running mate grew up in small business families... you have to think about how things were when they were kids. The regulations weren't bearing down so hard and heavy on small business owners (with Obummercare, tax regs, etc.) that their parents could run a business and afford to take care of their employees, etc. Now it's SO different. So many regulations bearing down hard on business owners and now required to insure employees with Obummercrap that small businesses ran by people wanting to simply grow in a small business or ""raise their children"" in their business just cannot keep up and cannot keep the doors opened. Since #DishonestHIllary is determined to hang on to Obummercrap and his other policies, I guess you know what that would mean for small business owners? Or... do I have to spell it out for you??? Also, keep in mind... Trump signs the front of checks. #LyingHIllary signs the backs of checks.";Clinton
889307941125736_1272384146151445;1272384146151445_1272433266146533;N;N;I Will miss you President Obama. You and the First Lady are the Best of the Best. 😍😍😍😍😍;Clinton
889307941125736_1135833526473175;1135833526473175_975408235900663;N;N;"Dear Mrs Clinton; Can only get the American Sanders youthful followers behind him in the general campaign:- 1. Should in the near future be introduced by Sanders on the campaign platform 2. Should consider talking about her desire to work with both Congress and Senate to tax petroleum products even if by 2% per litre across all States to fund college graduates education and does reduce students debts burden. As a mother, she will never be fulfilled until her children get the chance to go through college education with less or no debt at all. 3. Should talk of new world trade order in which countries are all trying to reduce trade deficit. What it means is that one cannot damp his goods on another's door step without being willing to take in what the other is also capable of producing in return. Our unwillingness to open our markets to others maybe problematic more so in the face of our currency being the world order of exchange for trade amongst countries. If our cars, our phones, our communication products/softwares cannot be exported, what will become of our global made in America brand and pride? Nevertheless we need to look at quotas to stimulate domestic job creation in other to stop possible angry youths from holding incumbent government hostage over unemployment. Thank you Sent from Samsung Mobile";Clinton
